華語詞,序號,客語漢字,客語拼音,標籤,備註
民族,0,民族,min11 cug5,,
氣派,0,派頭,pai55 teu11,,
水塔,0,水塔,sui31 tab2,,
水泥橋,0,水泥橋,sui31 nai11 kieu11,,
水泥橋,1,紅毛泥橋,fung11 mo24 nai11 kieu11,,
水準,0,水準,sui31 zun31,,
水瓢,0,杓嫲,sog5 ma11,,
水產腥臭味,0,臭腥,cu55 xiang24,,
永遠,0,永久,iun31 giu31,,
永遠,1,永遠,iun31 ien31,,
永遠,2,永遠,iun31 ian31,,
汗毛,0,寒毛,hon11 mo24,,
汲水,0,打水,da31 sui31,,
決定,0,決定,gied2  tin55,,
決定,1,決定,giad2 tin55,,
沉入,0,漯,lab2,,
沉著穩定的,0,定定仔,tin55 tin55 e31,,
沉著穩定的,1,定定仔,tin55 tin55 e24,,
沒得名,0,打無名,da31 mo11 miang11,,
沒意思,0,無搭碓,mo11 dab2  doi55,,
沒有伴,0,無伴,mo11 pan24,,
沒條理,0,亂,lon55,,
沒條理,1,亂,non55,,
沒秩序,0,亂,lon55,,
沒秩序,1,亂,non55,,
沒輸沒贏,0,無輸無贏,mo11 su24 mo11 iang11,,
沒轍,0,奈毋何,nai55 m11 ho11,,
沒關係,0,無相干,mo11  xiong24  gon24,,
沙灘,0,沙灘,sa24 tan24,,
沸騰,0,滾,gun31,,
油炸,0,烰,po11,,
油炸,1,烰,peu11,,
油炸的菜,0,烰菜,po11 coi55,,
油炸的菜,1,烰菜,peu11 coi55,,
沾黏,0,黏,ngiam11,,
泥塊,0,泥矻,nai11 kid5,,
活的,0,生个,sang24 ge55,,
派出所,0,派出所,pai55 cud2 so31,,
派遣,0,派,pai55,,
流氓,0,鱸鰻仔,lu11 man11 e31,,
流氓,1,鱸鰻頭,lu11 man11 teu11,,
流行,0,時行,sii11 hang11,,
浪費,0,打爽,da31 song31,,
浪費,1,浪核,nong55 hed2,,
浪費,2,浪核,long55 hed2,,
海外,0,海外,hoi31 ngoi55,,
海洋,0,海洋,hoi31 iong11,,
海軍,0,海軍,hoi31 giun24,,
涼澈心肺,0,透心涼,teu55 xim24 liong11,,
淋,0,涿,dug2,,
淒清寒冷,0,冷沁沁仔,lang24 xim55 xim55 e31,,
淒清寒冷,1,冷沁沁仔,lang24 xim55 xim55 e24,,
淒清寒冷,2,冷沁沁仔,nang24 xim55 xim55 e24,,
淡淡的,0,淡淡,tam24 tam24,,
混亂,0,糊塗,fu11  tu11,,
混勻,0,攞,lo24,,
清洗,0,洗湯,se31 tong24,,
清洗,1,洗揫,sse31 qiu24,,
清澈,0,清,qin24,,
清澈,1,鮮,xien24,,
減低,0,降低,gong55 dai24,,
減去,0,扣,kieu55,,
減輕,0,減輕,gam31 kiang24,,
測驗,0,測驗,ced2 ngiam55,,
港口,0,港口,gong31 heu31,,
港口,1,港口,gong31 kieu31,,
游來游去,0,泅來泅去,qiu11 loi11 qiu11 hi55,,
湊成對,0,鬥雙,deu55 sung24,,
湊成對,1,湊雙,ceu55 sung24,,
準備完善,0,便便,pien55 pien55,,
溝通,0,溝通,gieu24 tung24,,
滅除,0,消滅,seu24 mied5,,
滅除,1,消滅,seu24 med5,,
滑下來,0,溜下來,liu55 ha24 loi11,,
滴,0,點,diam31,,
滿足,0,滿足,man24 jiug2,,
漁民,0,漁民,ng11 min11,,
演戲,0,做戲,zo55 hi55,,
演講,0,講演,gong31 ien24,,
漲價,0,漲價,zong55 ga55,,
漿糊,0,粳,gang24,,
潑水,0,潑水,pad2 sui31,,
澆,0,淋,lim11,,
激動,0,激動,gid2 tung55,,
濃,0,釅,ngiam11,,
濃稠,0,醹,neu11,,
火柴,0,捽仔火,cud5 e31 fo31,,
火柴,1,捽來火,cud5 loi11 fo31,,
火柴,2,番仔火,fan24 e31 fo31,,
火災,0,火燒屋,fo31 seu24 vug2,,
火車頭,0,火車嫲,fo31 ca24 ma11,,
炒,0,鐐,liau24,,
烈,0,釅,ngiam11,,
烘烤,0,炕,hang24,,
烘烤,1,焙,poi55,,
烰菜,0,烰菜,po11 coi55,,
烰菜,1,烰菜,peu11 coi55,,
烹煮食物,0,煮食,zu31 siid5,,
無可奈何,0,無奈何,mo11 nai55 ho11,,
無可奈何,1,無結無煞,mo11 gad2 mo11 sad2,,
無可奈何,2,無結煞,mo11 gad2 sad2,,
無意中看到,0,影着,iang31 do31,,
無憑無據,0,無影無跡,mo11  iang31  mo11  jiag2,,
無聊,0,無聊,vu11 liau11,,
無論如何,0,總講,zung31  gong31,,
無論如何,1,總講一句,zung31  gong31 id2 gi55,,
無趣,0,無搭碓,mo11 dab2  doi55,,
照片,0,相片,xiong55 pien31,,
照相機,0,翕相機,hib2 xiong55 gi24,,
照相館,0,翕相館,hib2 xiong55 gon31,,
煩惱,0,愁慮,seu11 li55,,
熄滅,0,烏忒,vu24 ted2,,
熄滅,1,烏核,vu24 hed2,,
熟悉,0,熟絡,sug5 log5,,
熟成,0,熟,xiug2,,
熟練,0,熟絡,sug5 log5,,
熱水,0,燒水,seu24 sui31,,
熱水瓶,0,暖壺,non24 fu11,,
燈,0,火,fo31,,
燈光,0,火,fo31,,
燙髮,0,電毛,tien55 mo24,,
燜烤番薯,0,煨番薯,voi24 fan24 su11,,
爛掉,0,綿,mien11,,
爬山,0,跋山,bag2 san24,,
爬山,1,蹶山,kied5 san24,,
爭吵,0,吵,cau11,,
物理,0,物理,vud5 li24,,
特別,0,脫體,tod2 ti31,,
特殊,0,新色,xin24 sed2,,
特色,0,新色,xin24 sed2,,
牽掛,0,煩勞,fan11 lo11,,
犁田,0,犁田,lai11 tien11,,
狗叫,0,吠,poi55,,
猛衝,0,飆,beu24,,
獎學金,0,獎學金,jiong31 hog5 gim24,,
獎金,0,獎金,jiong31 gim24,,
率直,0,條直,tiau11 ciid5,,
率直,1,硬直,ngang55 ciid5,,
玩具,0,玩具,nguan11 ki31,,
班機,0,班機,ban24 gi24,,
班次,0,枋,biong24,,
班長,0,班長,ban24 zong31,,
現實,0,現實,hien55 siid5,,
現實,1,現實,hian55 siid5,,
現金,0,現金,hien55 gim24,,
現金,1,現金,hian55 gim24,,
理應如此,0,當然,dong24  ien11,,
理應如此,1,當然,dong24 ian11,,
理論,0,理論,li24 lun55,,
理髮店,0,電毛店,tien55 mo24 diam55,,
環境,0,環境,kuan11 gin31,,
環境,1,環境,fan11 gin55,,
瓶子,0,盎仔,ang24 e31,,
甕,0,盎仔,ang24 e31,,
甚至,0,甚至,siim31 zii55,,
甚至,1,甚至於,siim31 zii55 i11,,
生悶氣,0,發閼,bod2 ad2,,
生悶氣,1,閼閼,ad2 ad2,,
生氣,0,火著,fo31 cog5,,
生氣,1,發火,fad2 fo31,,
生氣,2,閼閼,ad2 ad2,,
生水,0,冷水,lang24 sui31,,
用伐刀斬除雜草,0,伐草,pad2 co31,,
用力敲門,0,碰門,pong24 mun11,,
用品,0,用品,iung55 pin31,,
用手推,0,𢱤,sung31,,
用法,0,用法,iung55 fab2,,
田徑,0,田徑,tien11 gang55,,
留學,0,留學,liu11 hog5,,
留意,0,注意,zu55 i55,,
留級,0,留級,liu11 kib2,,
畢業,0,卒業,zud2 ngiab5,,
畢業,1,卒業,ziid2 ngiab5,,
畫家,0,畫家,fa55 ga24,,
異樣,0,爭差,zen24 ca24,,
當做,0,準,zun31,,
當天,0,本日,bun31  ngid2,,
當天,1,當日,dong24 ngid2,,
當然,0,自然,cii55 ien11,,
當然,1,自然,cii55 ian11,,
當然,2,當然,dong24  ien11,,
當然,3,當然,dong24 ian11,,
疊,0,落,lab2,,
疾奔,0,飆,beu24,,
疾病,0,病,piang55,,
癮頭,0,願頭,ngien55 teu11,,
癮頭,1,願頭,ngian55 teu11,,
發作,0,擎起來,kia11 hi31 loi11,,
發作,1,擎起來,ngia11 hi31 loi11,,
發作,2,擎起來,kiang11 hi31 loi11,,
發出,0,發出,fad2 cud2,,
發出聲音,0,響,hiong31,,
發火,0,發火,fad2 fo31,,
發生,0,產生,san31 sen24,,
白包,0,白包,pag5 bau24,,
白包,1,香儀,hiong24 ngi11,,
白包,2,奠儀,tien55 ngi11,,
白白的,0,白白,pag5 pag5,,
皇帝,0,皇帝,fong11 di55,,
皇帝,1,皇帝,fong11 ti55,,
皮帶,0,皮帶仔,pi11 dai55 e31,,
盆子,0,盆頭,pun11 teu11,,
盛產,0,大出,tai55 cud2,,
盡情地,0,放勢,fong55 se55,,
盡情地,1,放勢仔,fong55 se55 e31,,
盡情地,2,盡量,qin55 liong55,,
盪鞦韆,0,吊晃槓,diau55 gong11 gong55,,
盪鞦韆,1,吊晃槓仔,diau55 gong11 gong55 e31,,
相互打殺,0,相㓾,xiong24 cii11,,
相似,0,相像,xiong24 qiong55,,
相當,0,嶄然,zam31 ien11,,
相當,1,嶄然,zam31 ian11,,
相當,2,嶄蠻,zam31 man11,,
相聲,0,相聲,xiong55 sang24,,
相關,0,相關,xiong24 guan24,,
相隔,0,離,li11,,
看地理,0,看風水,kon55 fung24 sui31,,
看清楚,0,看真,kon55 ziin24,,
看起來,0,看起來,kon55 hi31 loi11,,
真實,0,真實,ziin24 siid5,,
真心,0,真心,ziin24 xim24,,
真是,0,實在係,siid5 cai55 he55,,
真正,0,正經,ziin55 gin24,,
真話,0,實話,siid5 fa55,,
眼紅,0,目赤,mug2 cag2,,
眼紅,1,目珠紅,mug2 zu24 fung11,,
眼紅,2,眼紅,ngian31 fung11,,
瞥到,0,影着,iang31 do31,,
知識,0,知識,zii24 siid2,,
知道,0,知得,di24 ded2,,
短住,0,歇,hied2,,
短住,1,歇,hiad2,,
短短的,0,短短,don31  don31,,
短鬚,0,鬚菇,xi24 gu24,,
碗櫥,0,棧仔,can55 e31,,
碗櫥,1,碗棧仔,von31 can55 e31,,
磨,0,挼,no11,,
禁絕,0,戒,gie55,,
禁絕,1,戒,giai55,,
福祉,0,福利,fug2  li55,,
禮券,0,禮券,li24 kien31,,
禮券,1,禮券,li24 kian55,,
禮堂,0,禮堂,li24 tong11,,
科技,0,科技,ko24 gi24,,
科系,0,科系,ko24 ne55,,
租借,0,租,zu24,,
租屋,0,租屋仔,zu24 vug2 e11,,
租屋,1,稅屋仔,soi55 vug2 e11,,
稀爛,0,綿綿,mien11 mien11,,
稍微,0,略略仔,liog5 liog5 e31,,
稍微,1,略略仔,liog5 liog5 e24,,
稱說,0,說人,sod2 ngin11,,
積極,0,抽牽,cu24 kien24,,
積極,1,抽間,cu24 gien24,,
積極,2,抽間,cu24 gian24,,
積極的,0,煞煞仔,sad2 sad2 e11,,
積極的,1,煞煞仔,sad2 sad2 e24,,
積聚,0,躉,dun31,,
穩定,0,穩定,vun31 tin55,,
穩當,0,保險,bo31 hiam31,,
空軍,0,空軍,kung24 giun24,,
空間,0,空間,kung24 gien24,,
空間,1,空間,kung24 gian24,,
穿著漂亮,0,派頭,pai55 teu11,,
突然間,0,好恬恬,ho31 diam24 diam24,,
突然間,1,好恬恬,ho31 diam31 diam31,,
立刻,0,馬上,ma24 song55,,
端正,0,正,zang55,,
竹掃帚,0,祛把,kia55 ba31,,
笑咪咪的,0,笑咪咪仔,seu55 mi24 mi24 e31,,
笑咪咪的,1,笑咪咪仔,seu55 mi24 mi24 e24,,
笑話,0,笑科,seu55 ko24,,
第一次,0,頭一擺,teu11 id2 bai31,,
第一次,1,頭到,teu11 do55,,
第一次,2,頭頭擺,teu11 teu11 bai31,,
筆試,0,筆試,bid2 sii55,,
答案,0,答案,dab2 on55,,
算帳,0,算數,son55 sii55,,
算計,0,設計,sad2 gie55,,
算計,1,設計,sad2 gi55,,
管理,0,掌管,zong31 gon31,,
節日,0,節日,jied2 ngid2,,
簽名,0,簽名,qiam24 miang11,,
米糊,0,粳,gang24,,
粉刷油漆,0,使油漆,sii31 iu11 qid2,,
粢粑,0,粢粑仔,qi11 ba24 e31,,
精明,0,慶腳,kiang55 giog2,,
約會,0,約會,iog2 fi55,,
紅茶,0,紅茶,fung11 ca11,,
紙條,0,紙條仔,zii31 tiau11 e31,,
細心周到,0,工夫,gung24 fu24,,
細細的,0,幼幼仔,iu55 iu55 e31,,
細細的,1,幼幼仔,iu55 iu55 e24,,
終結,0,結束,gied2 sug2,,
終結,1,結束,giad2 sug2,,
結交朋友,0,交朋友,gau24 pen11 iu24,,
結束,0,煞,sod5,,
結果,0,結局,gied2 kiug5,,
結果,1,結局,giad2 kiug5,,
結果實,0,打,da31,,
結果實,1,結,gied2,,
結果實,2,結,giad2,,
結為親家,0,結親,giad2 qin24,,
結為親家,1,結親家,gied2 qin24 ga24,,
結算,0,結算,gied2 son55,,
結算,1,結算,giad2 son55,,
絲毫不差,0,準準,zun31 zun31,,
綠,0,青,qiang24,,
緊握,0,揢,kag5,,
緩火慢煮,0,煲,bo24,,
縱容,0,縱,jiung31,,
縱容孩子,0,縱子,jiung31 zii31,,
總有,0,總有,zung31 iu24,,
總而言之,0,總講一句,zung31  gong31 id2 gi55,,
繁殖,0,遰,ce55,,
繡香包,0,繡香包,xiu55 hiong24 bau24,,
繳稅,0,納稅,nab5 soi55,,
繼續,0,繼續,gi55 xiug5,,
纏束,0,紮,zad2,,
缺點,0,壞處,fai31 cu55,,
美好,0,美滿,mi24  man24,,
美麗的,0,靚膩膩,jiang24 ne55 ne55,,
羨慕,0,欽羨,kim24 xien55,,
羶臊味,0,臭臊,cu55 so24,,
習慣,0,慣,guan55,,
習慣,1,慣序,guan55 xi55,,
翻,0,揙,bien31,,
翻,1,鐐,liau24,,
老傢伙,0,老貨仔,lo31 fo55 e31,,
耍花樣,0,作怪,zog2 guai55,,
耐用,0,耐用,nai55 iung55,,
耳背,0,耳背背仔,ngi31 poi55 poi55 e31,,
耳背,1,耳背背仔,ngi31 poi55 poi55 e24,,
聊天,0,打嘴鼓,da31 zoi55 gu31,,
聖蹟亭,0,惜字亭,xiag2 sii55 tin11,,
聖蹟亭,1,敬字亭,gin55 sii55 tin11,,
聖蹟亭,2,聖蹟亭,siin55 jid2 tin11,,
聖蹟亭,3,聖蹟亭,siin55 jiag2 tin11,,
聚集,0,湊,ceu55,,
聚集,1,邀,ieu24,,
聚餐,0,打鬥四,da31 deu55 xi55,,
聯姻,0,結親,giad2 qin24,,
聯姻,1,結親家,gied2 qin24 ga24,,
聲音,0,聲,sang24,,
職員,0,職員,ziid2 ien11,,
職員,1,職員,ziid2 ian11,,
聽眾,0,聽眾,tang24 zung55,,
聽覺不靈敏,0,耳背背仔,ngi31 poi55 poi55 e31,,
聽覺不靈敏,1,耳背背仔,ngi31 poi55 poi55 e24,,
肥皂,0,番鹼,fan24 gian31,,
肥皂,1,番鹼,fan24 gien31,,
背包,0,背包,boi55 bau24,,
背後,0,背,boi55,,
背心,0,掛裌仔,gua55 gab2 e31,,
背心,1,裌仔,gab2 e11,,
背心,2,裌仔,gab2 e31,,
脊椎,0,龍骨,liung11 gud2,,
脾氣,0,性體,xin55 ti31,,
脾氣暴躁,0,魯夫,lu24 fu24,,
腋下,0,手脅下,su31 hiab5 ha24,,
腋下,1,手脥下,su31 kiab5 ha24,,
腦漿,0,腦屎漿,no31 sii31 jiong24,,
腦神筋,0,腦筋,no31  gin24,,
腰側,0,側膁,zed2 iam31,,
腰部,0,腰骨,ieu24 gud2,,
腳趾關節,0,腳趾目,giog2 zii31 mug2,,
腳踝,0,腳目珠,giog2 mug2 zu24,,
腳踝,1,腳目珠仁,giog2 mug2 zu24 in11,,
腳面,0,腳盤,giog2 pan11,,
膝蓋,0,膝頭,qid2 teu11,,
臊味,0,臭臊,cu55 so24,,
自來水,0,水道水,sui31 to55 sui31,,
自動化,0,自動化,cii55 tung55 fa55,,
自殺,0,自殺,cii55 sad2,,
興趣,0,興頭,him55 teu11,,
舉辦,0,舉辦,gi31 pan55,,
舊曆,0,農曆,nung11 lag5,,
舊曆,1,舊曆,kiu55 lag5,,
舒適,0,自然,cii55 ien11,,
舒適,1,自然,cii55 ian11,,
舞會,0,舞會,vu31 fi55,,
艱苦,0,艱苦,gan24 ku31,,
艱苦,1,艱苦,gien24 ku31,,
艱苦,2,艱苦,gian24 ku31,,
芒草花,0,芒花,miong11 fa24,,
花上衣,0,花衫仔,fa24 sam24 e31,,
花錢,0,使錢,sii31 qien11,,
花錢,1,開錢,koi24 qien11,,
英語,0,英文,in24 vun11,,
英語,1,英語,in24 ngi24,,
茶葉,0,茶心,ca11 xim24,,
茶葉,1,茶米,ca11 mi31,,
茶館,0,茶館,ca11 gon31,,
草原,0,草坪,co31 piang11,,
草地,0,草坪,co31 piang11,,
菊花,0,菊花,kiug2 fa24,,
菜餚,0,料理,liau55 li24,,
萌芽,0,必目,bid2 mug2,,
萌芽,1,綻筍,can55 sun31,,
萌芽,2,暴芽,bau55 nga11,,
萬一,0,係準講,he55 zun31 gong31,,
萬一,1,準講,zun31 gong31,,
萬一,2,撿採,giam31 cai31,,
葡萄,0,葡萄,pu11 to11,,
蔬菜,0,青菜,qiang24 coi55,,
藍,0,青,qiang24,,
藏匿,0,掩等,am31 den31,,
藏匿,1,掩等,am24 den31,,
藏匿,2,掩等,am24 nen31,,
藝術,0,藝術,ngi55 sud5,,
藥水,0,藥水,iog5 sui31,,
處理,0,處理,cu31 li24,,
虧本,0,了本,liau31 bun31,,
虧本,1,了忒,liau31 ted2,,
虧本,2,了核,liau31 hed2,,
虧本,3,了錢,liau31 qien11,,
虧本,4,賠,poi11,,
蛾,0,蝶仔,iag5 e31,,
蛾,1,蝶仔,iab5 e31,,
蝴蝶,0,蝶仔,iag5 e31,,
蝴蝶,1,蝶仔,iab5 e31,,
蟻巢,0,蟻公包,ngie55 gung24 bau24,,
蟻巢,1,蟻公竇,ngie55 gung24 deu55,,
蠶,0,蠶仔,cam11 e31,,
行李,0,包袱,bau24  fug5,,
行李,1,包袱仔,bau24  fug5 e31,,
街上,0,街仔項,giai24 e31 hong55,,
街上,1,街市頭,gie24 sii55 teu11,,
街上,2,街市頭,giai24 sii55 teu11,,
街上,3,街路項,giai24 lu55 hong55,,
街上,4,街路頭,gie24 lu55 teu11,,
街上,5,街路頭,giai24 lu55 teu11,,
衣後腳,0,衫尾,sam24 mi24,,
衣腳,0,衫尾,sam24 mi24,,
表兄弟,0,表仔,beu31 e11,,
表兄弟,1,表仔,beu31 e31,,
表格,0,表,beu31,,
表示,0,表示,beu31 sii55,,
表達,0,表達,beu31 tad5,,
衰弱,0,弱,ngiog5,,
被子,0,被,pi24,,
被胎,0,被骨,pi24  gud2,,
裂縫,0,必縫,bid2 pung55,,
補償損失,0,賠,poi11,,
裝入,0,入,ngib5,,
裡,0,項,hong55,,
複習,0,溫習,vun24 xib5,,
西北,0,西北,xi24  bed2,,
西方,0,西方,xi24 fong24,,
西部,0,西部,xi24 pu55,,
西醫,0,西醫,xi24 i24,,
要緊,0,要緊,ieu55 gin31,,
覓食,0,絡食,log2 siid5,,
視線模糊,0,目珠矇,mug2 zu24 mung11,,
視線模糊,1,花花,fa24 fa24,,
親,0,唚,jim24,,
親眼,0,親目,qin24 mug2,,
親自,0,親身,qin24 siin24,,
觀察,0,觀察,gon24 cad2,,
觀念,0,觀念,gon24 ngiam55,,
觀眾,0,觀眾,gon24 zung55,,
角落,0,角項,gog2 hong55,,
解決,0,解決,gie31 gied2,,
解決,1,解決,giai31 giad2,,
解釋,0,解釋,gie31 siid2,,
解釋,1,解釋,giai31 siid2,,
訂婚,0,過定,go55 tin55,,
計畫,0,計畫,gie55 vag5,,
計畫,1,計畫,gi55 vag5,,
計算,0,計算,gie55 son55,,
計算,1,計算,gi55 son55,,
討打,0,賺皮痛,con55 pi11 tung55,,
討生活,0,絡食,log2 siid5,,
記帳,0,記帳,gi55 zong55,,
記性,0,記才,gi55 coi11,,
設立,0,設,sad2,,
設置,0,安,on24,,
試穿,0,試著,cii55 zog2,,
話題,0,話題,fa55 ti11,,
認真,0,正經,ziin55 gin24,,
語言,0,語言,ngi24 ngien11,,
語言,1,語言,ngi24 ngian11,,
誣賴人,0,賴人,lai55 ngin11,,
誦讀,0,念,ngiam55,,
說明,0,解說,gie31 sod2,,
說明,1,解說,giai31 sod2,,
說法,0,講法,gong31  fab2,,
課堂,0,課堂,ko55 tong11,,
調查,0,查,ca11,,
談話,0,談話,tam11 fa55,,
請教,0,請教,qiang31 gau55,,
謎語,0,令仔,liang55 e31,,
謙虛,0,自謙,cii55 kiam24,,
謝天,0,拜天公,bai55 tien24 gung24,,
謝帖,0,感謝狀,gam31 qia55 cong55,,
謝帖,1,謝帖,qia55 tiab2,,
證明,0,證明,ziin55 min11,,
證書,0,證書,ziin55 su24,,
警告,0,警告,gin31 go55,,
警察,0,警察,gin31 cad2,,
警衛,0,警衛,gin31 vi55,,
議員,0,議員,ngi55 ien11,,
議員,1,議員,ngi55 ian11,,
護照,0,護照,fu55 zeu55,,
讀者,0,讀者,tug5 za31,,
豐盛,0,傪菜,cam55 coi55,,
象,0,象仔,xiong55 e31,,
豬肉攤,0,豬肉擔,zu24 ngiug2 dam24,,
豬舌頭,0,豬利,zu24 li55,,
豬血,0,豬旺仔,zu24 vong55 e31,,
豬販,0,豬販仔,zu24 fan55 e31,,
負荷不了,0,奈毋何,nai55 m11 ho11,,
貨幣,0,貨幣,fo55 bi55,,
責備,0,見怪,gien55 guai55,,
責備,1,見怪,gian55 guai55,,
費事,0,費氣,fi55 hi55,,
資金,0,資金,zii24 gim24,,
賭博,0,賭博,du31 bog2,,
賭氣,0,鬥氣,deu55 hi55,,
走廊,0,走廊,zeu31 long11,,
走廊,1,巷路,hong55 lu55,,
越來越,0,越來越,ied5 loi11 ied5,,
越來越,1,越來越,iad5 loi11 iad5,,
趕不上,0,來毋掣,loi11 m11 cad2,,
趕忙,0,鬥緊,deu55 gin31,,
趕緊,0,緊緊,gin31 gin31,,
跌價,0,落價,log5 ga55,,
跑道,0,跑道,pau24 to55,,
距,0,離,li11,,
路口,0,路口,lu55 heu31,,
路口,1,路口,lu55 kieu31,,
跳高,0,跳高,tiau55 go24,,
踩踏,0,躪,nang55,,
身邊,0,身邊,siin24 bien24,,
身體,0,圓身,ien11 siin24,,
身體,1,圓身,ian11 siin24,,
躲避,0,閃,sam31,,
軀體,0,圓身,ien11 siin24,,
軀體,1,圓身,ian11 siin24,,
車禍,0,車禍,ca24 fo55,,
軍人,0,軍人,giun24 ngin11,,
軟爛,0,綿,mien11,,
輕微的,0,小可仔,seu31 ko31 e11,,
輕微的,1,小可仔,seu31 ko31 e24,,
輕微的,2,輕可,kiang24 ko31,,
輕微的,3,輕可仔,kiang24 ko31 e11,,
輕輕拍打,0,拔,pad5,,
輕鬆,0,自然,cii55 ien11,,
輕鬆,1,自然,cii55 ian11,,
輕鬆,2,輕可,kiang24 ko31,,
輕鬆,3,輕可仔,kiang24 ko31 e11,,
輪,0,圈,kian24,,
輪,1,轉,zon31,,
輪船,0,火船,fo31 son11,,
轉動,0,,din24,,
轉動,1,捩,lid2,,
轉彎,0,斡,vad2,,
轎車,0,矮嫲仔,ai31 ma11 e31,,
轎車,1,轎車,kieu55 ca24,,
轎車,2,轎車,geu24 ca24,,
辣椒,0,辣椒仔,lad5 zeu24 e31,,
辦喜事,0,做好事,zo55 ho31 sii55,,
辦喪事,0,做歪事,zo55 vai24 sii55,,
辦外燴,0,辦桌,pan55 zog2,,
辦法,0,法度,fab2 tu55,,
辨認,0,認,ngin55,,
辭典,0,辭典,cii11 dien31,,
辭典,1,辭典,cii11 diam31,,
辭職,0,辭頭路,cii11 teu11 lu55,,
辭職,1,辭職,cii11 ziid2,,
辯駁,0,詏,au55,,
農場,0,農場,nung11 cong11,,
農曆,0,農曆,nung11 lag5,,
農曆,1,舊曆,kiu55 lag5,,
農曆初二,0,初二,cu24 ngi55,,
近中午,0,當晝邊,dong24 zu55 bien24,,
近中午,1,臨晝仔,lim11 zu55 e31,,
近中午,2,臨晝頭,lim11 zu55 teu11,,
近中午,3,臨晝邊,lim11 zu55 bien24,,
近來,0,恁久,an31 giu31,,
近距離,0,接近,jiab2 kiun55,,
迷失,0,撞走,cong55 zeu31,,
追來追去,0,逐上逐下,giug2 song24 giug2 ha24,,
追求,0,追求,dui24 kiu11,,
追求,1,追求,zui24 kiu11,,
這回,0,這滿,ia31 man24,,
這次,0,這滿,ia31 man24,,
這陣子,0,這駁仔,ia31 bog2 e11,,
這麼久,0,恁久,an31 giu31,,
造句,0,造句,co55 gi55,,
逢年過節,0,年節,ngien11 jied2,,
逢年過節,1,年節,ngian11 jied2,,
連續不斷,0,密密,med5 med5,,
連續劇,0,連續劇,lien11 xiug5 kiag2,,
連續劇,1,連續劇,lien11 xiug5 kiug5,,
週,0,禮拜,li24 bai55,,
進一步,0,進一步,jin55 id2 pu55,,
進步,0,進步,jin55 pu55,,
遊客,0,遊客,iu11 hag2,,
遊玩,0,遶尞,lau24 liau55,,
運氣,0,運氣,iun55 hi55,,
運氣,1,運數,iun55 sii55,,
過世,0,死核,xi31 hed2,,
過世,1,消忒,xiau24 ted2,,
過日子,0,過日仔,go55 ngid2 e11,,
過日子,1,過日仔,go55 ngid2 e31,,
過癮,0,過願,go55 ngien55,,
過癮,1,過願,go55 ngian55,,
過量,0,撐,cang55,,
遑論,0,莫講,mog5 gong31,,
適應,0,適應,siid2 in55,,
遮斷,0,隔,gag2,,
遮蔽,0,遮,za24,,
遲,0,晝,zu55,,
遲到,0,赴毋掣,fu55 m11  cad2,,
遲早,0,早慢,zo31 man55,,
選舉,0,選舉,xien31 gi31,,
避讓,0,閃,sam31,,
邀請,0,湊,ceu55,,
邀請,1,邀,ieu24,,
還不用,0,還毋使,han11 m11 sii31,,
還不用,1,還毋使,van11 m11 sii31,,
還早得很,0,吂得時,mang11 ded2 sii11,,
那種,0,該樣,ge55 iong55,,
那裡,0,該息仔,ge55 xid2 e24,,
那裡,1,該項,ge55 hong55,,
那裡,2,該搭位仔,ge55 dab5 vi55 e31,,
那裡,3,該跡位仔,ge55 jiag2 vi55 e31,,
那麼,0,該,ge55,,
部隊,0,部隊,pu55 cui55,,
部隊,1,部隊,pu55 dui55,,
郵局,0,郵局,iu11 kiug5,,
郵差,0,送信仔个,sung55 xin55 e31 ge55,,
鄰居,0,上家下屋,song55 ga24 ha24 vug2,,
配食,0,傍,bong31,,
酒糟,0,糟嫲,zo24 ma11,,
醃漬,0,鹽生,iam24 sang24,,
醫學,0,醫學,i24 hog5,,
重要,0,要緊,ieu55 gin31,,
重視,0,重視,cung55 sii55,,
鈕扣,0,扣仔,kieu55 e31,,
鈕扣,1,鈕仔,neu31 e11,,
銀樓,0,金仔店,gim24 e31 diam55,,
銳利,0,利,li55,,
鋼琴,0,鋼琴,gong55 kim11,,
鋼筆,0,萬年筆,van55 ngien11 bid2,,
鋼筆,1,萬年筆,van55 ngian11 bid2,,
錄音,0,錄音,liug5 im24,,
鏟起,0,鐐,liau24,,
鐵,0,鐵仔,tied2 e11,,
鐵路,0,火車路,fo31 ca24 lu55,,
鑼,0,銅鑼,tung11 lo11,,
鑽石,0,鑽石,zon55 sag5,,
長住,0,歇,hed5,,
長輩,0,大人儕,tai55 ngin11 sa11,,
長輩,1,世大人,sii55 tai55 ngin11,,
門檻,0,戶檻,fu11 kiam24,,
門檻,1,戶檻,fu11 kiam11,,
門聯,0,門對仔,mun11 dui55 e31,,
門聯,1,門聯,mun11 lian11,,
閃電,0,𥍉爧,ngiab2 lang55,,
開工,0,起工,hi31 gung24,,
開工,1,開工,koi24 gung24,,
開放,0,開放,koi24 fong55,,
間隔,0,間等,gam55 nen31,,
間隔,1,間等,gam55 den31,,
間隔一天,0,間日,gam55 ngid2,,
閹割,0,閹,iam24,,
關心,0,關心,guan24 xim24,,
關閉,0,合,hab5,,
阻塞,0,隔,gag2,,
降價,0,跌價,died2 ga55,,
降價,1,落價,log5 ga55,,
