華語詞,序號,客語漢字,客語拼音,標籤,備註
睡眼朦朧,0,目睡摸些,mug5 shoi33 mia53 sia53,,
瞌睡連連,0,啄痀啄痀,dug5 gu55 dug5 gu55,,
瞧不起,0,看無,kon11 mo55,,
瞪眼直視,0,目鬥鬥,mug5 deu11 deu11,,
瞪著眼睛,0,目鬥鬥,mug5 deu11 deu11,,
瞪著眼睛,1,目視視,mug5 shi33 shi33,,
矜功伐善,0,稱功討勞,chin53 gung53 to24 lo55,,
矜功自伐,0,稱功討勞,chin53 gung53 to24 lo55,,
知足,0,知足,di53 ziug5,,
短命,0,夭壽,rhau53 shiu33,,
短命,1,短命,don24 miang33,,
短命,2,短命子,don24 miang33 zii24,,
短命鬼,0,夭壽子,rhau53 shiu33 zii24,,
短命鬼,1,發脹狗,bod5 zhong11 gieu24,,
矮壯,0,矮頓,ai24 dun24,,
石梯,0,石碫,shag2 don11,,
石臼,0,石舂臼,shag2 zhung53 kiu53,,
石階,0,石碫,shag2 don11,,
石龍子,0,狗嫲蛇,gieu24 ma55 sha55,,
砍草,0,劈草,piag5 co24,,
砍頭,0,斬頭,zam24 teu55,,
研磨,0,擂,lui55,,
研粉,0,研末,ngan53 mad2,,
研粉,1,研粉,ngan53 fun24,,
砧板,0,砧枋,zem53 biong53,,
破爛,0,爛擐,lan33 kuan33,,
破皮,0,溜皮,liu11 pi55,,
破相,0,破相,po11 siong11,,
破銅爛鐵,0,壞銅壞鐵,fai33 tung55 fai33 tied5,,
硬幣,0,零角仔,lang55 gog5 er55,,
硬朗,0,砸磳,zab5 zen11,,
硯臺,0,墨盤,med2 pan55,,
硼砂,0,硼砂,pin55 sa53,,
碎念,0,噥,nung55,,
碎裂,0,必忒,bid5 ted5,,
碗粿,0,水粄,shui24 ban24,,
碰到,0,凴着,ben11 do24,,
碰撞到,0,凴着,ben11 do24,,
碰著,0,挨着,ai53 do24,,
碰見,0,相堵頭,siong53 du55 teu55,,
確實,0,確實,kog5 shid2,,
確實沒錯,0,確實毋會差,kog5 shid2 m55 voi33 ca53,,
碾米廠,0,精米所,zin53 mi24 so24,,
磁石,0,嗋鋼,hiab2 gong11,,
磁鐵,0,嗋鋼,hiab2 gong11,,
磅秤,0,磅仔,bong11 er55,,
磅量,0,磅仔,bong11 er55,,
磨刀石,0,刀石,do53 shag2,,
磨爛,0,擂綿,lui55 mien55,,
磨牙,0,齧牙,ngad5 nga55,,
磨破皮,0,鑪溜皮,lu11 liu11 pi55,,
磨碎,0,擂綿,lui55 mien55,,
磨粉,0,研末,ngan53 mad2,,
磨粉,1,研粉,ngan53 fun24,,
礙人,0,杈人,ca33 ngin55,,
礙到人家,0,杈人,ca33 ngin55,,
礙手礙腳,0,徑手徑腳,gang11 shiu24 gang11 giog5,,
礙手礙腳,1,徑徑杈杈,gang11 gang11 ca11 ca11,,
礙眼,0,刺眼,ciug5 ngan24,,
礦工,0,礦工,kong11 gung53,,
祈福,0,起福,hi24 fug5,,
祈福,1,許福,hi24 fug5,,
祖塔,0,祖塔,zu24 tab5,,
祖孫倆,0,兩子阿公,liong24 zi24 a33 gung53,,
神智不清,0,顛顛倒倒,dien53 dien53 do11 do11,,
神氣,0,沙鼻摝天,sa53 pi33 lug5 tien53,,
票據,0,單頭,dan53 teu55,,
票根,0,單頭,dan53 teu55,,
祭品塔,0,糕盆,go53 pun55,,
祭奠,0,祭奠,zi11 tien33,,
福態,0,福相,fug5 siong11,,
福氣,0,福氣,fug5 hi11,,
福相,0,福相,fug5 siong11,,
禮儀,0,禮數,li53 su11,,
禮數,0,禮數,li53 su11,,
禽獸,0,禽獸,kim55 chiu11,,
禽獸畜生,0,禽獸畜生,kim55 chiu11 chug5 sang53,,
禿頭,0,光頂,gong53 dang24,,
私房錢,0,私伽,sii53 kia53,,
私房錢,1,私胲,sii53 goi53,,
秈米,0,秥米,zham53 mi24,,
秕穀,0,冇穀,pang11 gug5,,
租屋,0,贌屋,piog2 vug5,,
租房子,0,贌屋,piog2 vug5,,
秤,0,磅仔,bong11 er55,,
秤子,0,秤仔,chin11 er55,,
秤子,1,磅仔,bong11 er55,,
秤量足夠,0,有秤頭,rhiu53 chin11 teu55,,
移位,0,徙位,sai24 vui33,,
移開,0,徙位,sai24 vui33,,
稀釋,0,敨水,teu24 shui24,,
稀釋,1,敨鮮來,teu24 sien53 loi55,,
稍微,0,甫甫仔,pu24 pu24 er55,,
稍微,1,略下,liog2 ha33,,
種子,0,菜仁,coi11 rhin55,,
稻穗,0,禾串,vo55 chon11,,
稻穗,1,穀串,gug5 chon11,,
積習難改,0,死無變,si24 mo55 bien11,,
穩健的,0,琢琢仔,dog5 dog5 er55,,
穩固,0,拄固,zhu24 gu11,,
穩當,0,妥當,to55 dong11,,
穩當,1,穩穩,vun24 vun24,,
穩穩的,0,穩穩,vun24 vun24,,
究竟,0,算來,son11 loi55,,
空心菜,0,蕹菜,vung11 coi11,,
空秕粒,0,冇穀,pang11 gug5,,
穿一條褲子,0,著共條褲,zhog5 kiung33 tiau55 fu11,,
穿洞,0,穿空,chon53 kung53,,
穿耳洞,0,桊耳,kien11 ngi24,,
穿針,0,桊針,kien11 zhim53,,
突然,0,無提無防,mo55 ti55 mo55 fong55,,
窒息而死,0,翕死,him11 si24,,
窟窿,0,窟,fud5,,
窟窿,1,窿,lung55,,
窩著,0,搵等,vun11 den24,,
窺伺著,0,䀯等,pu33 den24,,
竄來竄去,0,鑽上鑽下,zon11 shong53 zon11 ha53,,
竄來竄去,1,鑽來鑽去,zon11 loi55 zon11 hi11,,
竄生,0,飆,biau53,,
竄芽,0,飆,biau53,,
章回小說,0,傳仔,chon33 er55,,
章回故事,0,傳仔,chon33 er55,,
竭盡心力,0,放勢,fong11 she11,,
竭盡心力,1,放勢牯,fong11 she11 gu24,,
竹叢間,0,竹頭下,zhug5 teu55 ha53,,
竹林下,0,竹頭下,zhug5 teu55 ha53,,
竹枝條,0,竹修仔,zhug5 siu55 er55,,
竹桿,0,槓仔,gong11 er55,,
竹棍,0,槓仔,gong11 er55,,
竹棍子,0,竹修仔,zhug5 siu55 er55,,
竹槓,0,槓仔,gong11 er55,,
竹竿,0,竹篙,zhug5 go53,,
竹筒,0,竹笐,zhug5 gong55,,
竹鞭子,0,竹修仔,zhug5 siu55 er55,,
笑咪咪的,0,笑咪咪,siau11 mi53 mi53,,
笑咪咪的,1,笑絲絲,siau11 si53 si53,,
笑嘻嘻的,0,笑咪咪,siau11 mi53 mi53,,
笑嘻嘻的,1,笑絲絲,siau11 si53 si53,,
笑容可掬,0,開容笑面,koi53 rhung55 siau11 mien11,,
笑容滿面,0,笑連連,siau11 lien55 lien55,,
笑容滿面,1,笑頭笑面,siau11 teu55 siau11 mien11,,
笑容滿面,2,開容笑面,koi53 rhung55 siau11 mien11,,
笑臉迎人,0,笑頭笑面,siau11 teu55 siau11 mien11,,
笑臉迎人,1,開容笑面,koi53 rhung55 siau11 mien11,,
笨蛋,0,阿不倒,a33 bud5 do53,,
笨重,0,鈂鈂,dem11 dem11,,
答話,0,應話,en11 voi53,,
算來算去,0,算來算去,son11 loi55 son11 hi11,,
算起來,0,算來,son11 loi55,,
管吃管穿,0,包食包著,bau53 shid2 bau53 zhog5,,
管家婆,0,插事牯,cab5 sii33 gu24,,
節儉,0,省儉,sang24 kiam33,,
節氣,0,節氣,zied5 hi11,,
節省,0,省儉,sang24 kiam33,,
築巢,0,做竇,zo11 deu11,,
篩選過,0,篩過,si53 go11,,
簇新,0,新衝衝仔,sin53 chung11 chung11 er55,,
簡單,0,該食,goi53 shid2,,
簸箕,0,𥯥箕,cab5 gi53,,
籬笆,0,籬笆,li55 ba53,,
籮筐,0,籮仔,lo55 er55,,
米籮,0,米籮,mi24 lo55,,
米苔目,0,米篩目,mi24 si53 mug5,,
粉牆,0,粉壁,fun24 biag5,,
粗粗的,0,粗刻刻仔,cu53 kad5 kad5 er55,,
粗粗的,1,粗鱗鱗仔,cu53 lin53 lin53 er55,,
粗粗短短的,0,短屈短屈,don24 kud2 don24 kud2,,
粗野話,0,了少話,liau24 shau11 voi53,,
精力,0,氣脈,hi11 mag5,,
精悍,0,精俐,zin53 li33,,
精明,0,精俐,zin53 li33,,
精細,0,幼秀,rhiu11 siu11,,
糖葫蘆,0,山楂,san53 za53,,
糖葫蘆,1,仙楂仔,sien53 za53 er55,,
糙米,0,糙米,co11 mi24,,
糟了,0,壞蹄,fai33 tai55,,
糟糕,0,知死,di53 si24,,
糟糕,1,茅,mau55,,
糟糕,2,該死,goi53 si24,,
糟糕,3,壞蹄,fai33 tai55,,
糟糕了,0,死無命咧,si24 mo55 miang33 le53,,
糯米製品,0,糯米氣,no33 mi24 hi11,,
糯米食品,0,糯米氣,no33 mi24 hi11,,
糶米,0,糶米,tiau11 mi24,,
糾纏不休,0,膏膏渧,go55 go55 di55,,
糾纏不清,0,膏膏渧,go55 go55 di55,,
約一小時,0,成點鐘仔,shang55 diam24 zhung53 er55,,
約略,0,甫甫仔,pu24 pu24 er55,,
約略,1,普普仔,pu24 pu24 er55,,
紅彤彤的,0,紅冬冬,fung55 dung55 53 dung55 53,,
紅彤彤的,1,紅漬漬,fung55 zid5 zid5,,
紅彤彤的,2,紅濟濟,fung55 zi11 zi11,,
紅彤彤的,3,紅囉囉,fung55 lo24 lo24,,
紅燒肉,0,爌肉,kong11 ngiug5,,
紅白事,0,好歪事,ho24 vai53 sii33,,
紅綠燈,0,青紅燈,ciang53 fung55 den53,,
紅綠燈,1,紅青燈,fung55 ciang53 den53,,
紅通通的,0,紅冬冬,fung55 dung55 53 dung55 53,,
紅通通的,1,紅漬漬,fung55 zid5 zid5,,
紅通通的,2,紅濟濟,fung55 zi11 zi11,,
紅通通的,3,紅囉囉,fung55 lo24 lo24,,
紅頭蒼蠅,0,屎烏蠅,shi24 vu53 rhin55,,
紅頭蒼蠅,1,烏蠅公,vu53 rhin55 gung53,,
紈褲子弟,0,公子阿舍,gung53 zii24 a33 sha11,,
純正,0,純正,shun55 zhin11,,
純良,0,純良,shun55 liong55,,
紛爭不已,0,相爭泌背,siong53 zang53 bi11 boi11,,
紛紛掉落,0,叭叭跌,bad2 bad2 died5,,
素菜,0,齋菜,zai53 coi11,,
索然無味,0,無味無緒,mo55 mui33 mo55 si11,,
索然無味,1,無搭無碓,mo55 dab5 mo55 doi11,,
紫蘇,0,𧊅絲,guai24 sii53,,
細,0,微細,mi55 se11,,
細微,0,微細,mi55 se11,,
細皮嫩肉,0,幼皮嫩肉,rhiu11 pi55 nun33 ngiug5,,
細目,0,小項下,siau24 hong33 ha33,,
細目,1,細項下,se11 hong33 ha33,,
細緻,0,幼秀,rhiu11 siu11,,
細膩,0,幼秀,rhiu11 siu11,,
細項,0,小項下,siau24 hong33 ha33,,
細項,1,細項下,se11 hong33 ha33,,
組團,0,鬥陣,deu11 chin33,,
組隊,0,鬥陣,deu11 chin33,,
結交朋友,0,交朋結友,gau53 pen55 gied5 rhiu53,,
結仇,0,結冤仇,gied5 rhan53 shiu55,,
結塊,0,結團,gied5 ton55,,
結婚,0,結公婆,gied5 gung53 po55,,
結巴,0,結舌,gied5 shad2,,
結怨,0,結冤仇,gied5 rhan53 shiu55,,
結拜,0,結同年,gied5 tung55 ngien55,,
結束,0,收山,shiu53 san53,,
結束,1,煞忒,sad5 ted5,,
結為夫妻,0,結公婆,gied5 gung53 po55,,
結連理,0,結公婆,gied5 gung53 po55,,
結鍋巴,0,結𤊶,gied5 lad5,,
結髮,0,結公婆,gied5 gung53 po55,,
絕子絕孫,0,孤盲絕,go53 mo53 cied2,,
絕子絕孫,1,孤盲絕代,go53 mo53 cied2 toi33,,
絕種,0,絕忒,cied2 ted5,,
絕跡,0,絕忒,cied2 ted5,,
絲光綠蠅,0,屎烏蠅,shi24 vu53 rhin55,,
絲光綠蠅,1,烏蠅公,vu53 rhin55 gung53,,
綁手綁腳,0,卡手卡腳,ka55 shiu24 ka55 giog5,,
經商人才,0,生理腳,sen53 li53 giog5,,
經年累月,0,透長年,teu11 chong55 ngien55,,
經過,0,上下,shong53 ha53,,
綠油油的,0,青溜溜,ciang53 liu53 liu53,,
綢布,0,綢仔,chiu55 er55,,
綢緞,0,綢仔,chiu55 er55,,
綢緞,1,綢緞,chiu55 ton33,,
網站,0,網站,miong24 zham11,,
綿爛,0,濫濫,nam11 nam11,,
綿軟,0,入軟,ngib2 ngion53,,
緊握,0,揢等,kag2 den24,,
緊緊蓋著,0,弇密密,kiem55 mi53 mi53,,
緊緊蓋著,1,弇塞塞,kiem55 sed5 sed5,,
編輯,0,編輯,bien53 sib2,,
練拳,0,打拳頭,da24 kien55 teu55,,
縣長,0,縣長,rhan11 zhong24,,
縫,0,縫仔,pung33 er55,,
縫布邊,0,車布脣,cha53 bu11 shun55,,
縫布邊,1,鍬布脣,chio53 bu11 shun55,,
縫鈕扣,0,安鈕仔,on53 neu24 er55,,
縫隙,0,縫仔,pung33 er55,,
縮小,0,蝕忒,shad2 ted5,,
縮水,0,勼水,giu55 shui24,,
縮水,1,蝕忒,shad2 ted5,,
縮著脖子,0,頸跔跔仔,giang24 giu53 giu53 er55,,
縱容成習,0,縱慣勢,ziung24 guan11 she11,,
總是會,0,總係會,zung24 he11 voi33,,
總會,0,總係會,zung24 he11 voi33,,
總會,1,總會,zung24 voi33,,
總要,0,總愛,zung24 oi11,,
繁殖力強大,0,賤,cien33,,
繁重,0,緪頭,hen55 teu55,,
繃著臉,0,面呰呰仔,mien11 zii53 zii53 er55,,
繳,0,繳納,giau24 nab2,,
繳納,0,繳納,giau24 nab2,,
繳錢,0,納錢,nab2 cien55,,
纜車,0,流籠,liu55 long55,,
缺乏油脂想吃肉的感覺,0,胃糟糟,vui33 zo53 zo53,,
缺德鬼,0,發脹狗,bod5 zhong11 gieu24,,
缽,0,缽仔,bad5 er55,,
罐頭塔,0,糕盆,go53 pun55,,
罵來罵去,0,相罵,siong53 ma11,,
習慣,0,慣慣,guan11 guan11,,
翡翠,0,翡翠,fui24 cui11,,
翹二郎腿,0,交手交腳,kiau53 shiu24 kiau53 giog5,,
翹翹的,0,翹翹,kiau11 kiau11,,
翻筋斗,0,打觔斗,da24 kin11 deu24,,
翻筋斗,1,翻觔斗,fan53 kin11 deu24,,
翻臉,0,打逆面,da24 ngiag2 mien11,,
翻臉,1,起戇面,hi24 ngong11 mien11,,
翻譯,0,通譯,tung53 rhid2,,
翻跟斗,0,打觔斗,da24 kin11 deu24,,
翻跟斗,1,翻觔斗,fan53 kin11 deu24,,
翻車,0,貶車,bien24 cha53,,
老主顧,0,交關主顧,gau53 gon53 zhu24 gu11,,
老客戶,0,交關主顧,gau53 gon53 zhu24 gu11,,
老實過頭,0,死老實,si24 lo24 shid2,,
老是做錯,0,七做八毋對,cid5 zo11 bad5 m55 dui11,,
老毛病,0,老症頭,lo24 zhin11 teu55,,
老老少少,0,老老嫩嫩,lo24 lo24 nun33 nun33,,
老老幼幼,0,老老嫩嫩,lo24 lo24 nun33 nun33,,
老老的,0,老老,lo24 lo24,,
老頭子,0,老猴牯,lo24 heu55 gu24,,
耍手段,0,做手腳,zo11 shiu24 giog5,,
耍把戲,0,變把戲,bien11 ba24 hi11,,
耍脾氣,0,起累贅,hi24 lui53 dui53,,
耍脾氣,1,起累贅,hi24 lui53 zhui53,,
耍花招,0,變把戲,bien11 ba24 hi11,,
耍花樣,0,變把戲,bien11 ba24 hi11,,
耍賴,0,起累贅,hi24 lui53 dui53,,
耍賴,1,起累贅,hi24 lui53 zhui53,,
耐吃,0,耐食,nai33 shid2,,
耐命,0,耐命,nai33 miang33,,
耐用,0,耐當,nai33 dong11,,
耐看,0,耐看,nai33 kong11,,
耕田耕地,0,耕園耕圃,gang53 rhan55 gang53 bu53,,
耗油,0,食油,shid2 rhiu55,,
耗電,0,食電,shid2 tien33,,
耳垂,0,耳砣,ngi24 to55,,
耳朵直豎,0,耳卻卻仔,ngi24 hiag5 hiag5 er55,,
耳朵重聽,0,臭耳聾,chiu11 ngi24 lung53,,
耳環,0,耳環,ngi24 van55,,
耳聾,0,臭耳聾,chiu11 ngi24 lung53,,
耿直,0,硬直,ngang33 chid2,,
聒噪不休,0,吵耳塞窟,cau55 ngi24 sed5 fud5,,
聒噪之人,0,呱啦牯,gua55 la55 gu24,,
聒噪之人,1,呱啦嫲,gua55 la55 ma55,,
聚眾,0,鬥陣,deu11 chin33,,
聞香,0,鼻香,pi33 hiong53,,
聰慧,0,巧,kiau24,,
聰敏,0,巧,kiau24,,
聰敏,1,精靈,zin53 lin55,,
聽不清楚,0,聽毋真,tang11 m55 zhin53,,
聽不進去,0,聽毋入耳,tang11 m55 ngib2 ngi24,,
聽任你,0,由在你,rhiu55 cai33 ngi55,,
聽任你,1,隨在你,sui55 cai33 ngi55,,
聽力不佳,0,臭耳聾,chiu11 ngi24 lung53,,
聽而不聞,0,聽毋入耳,tang11 m55 ngib2 ngi24,,
肉色,0,肉色,ngiug5 sed5,,
肉質厚,0,賁肉,pun53 ngiug5,,
肉類食物,0,肉氣,ngiug5 hi11,,
肉鬆,0,肉麩,ngiug5 fu53,,
肚子圓滾滾,0,肚扐扐仔,du24 led2 led2 er55,,
肚子鼓鼓的,0,肚凸凸仔,du24 tied2 tied2 er55,,
肥土,0,肥田,pui55 tien55,,
肥土,1,肥泥,pui55 nai55,,
肥滋滋的,0,肥卒卒,pui55 zud5 zud5,,
肥瘦兼具,0,半肥腈,ban11 pui55 ziang53,,
肥皂泡沫,0,茶箍泡,ca55 gu53 po53,,
肥皂泡泡,0,茶箍泡,ca55 gu53 po53,,
肥肥的,0,肥肥,pui55 pui55,,
肥肥胖胖,0,胖大,pang11 tai33,,
肩胛骨,0,飯匙骨,pon33 shi55 gud5,,
背帶,0,背帶,ba55 dai11,,
背部中間隆起,0,背拱拱,boi11 giung55 giung55,,
胎盤,0,胞衣,bau53 rhi53,,
胖嘟嘟的,0,肥卒卒,pui55 zud5 zud5,,
胖胖的,0,肥肥,pui55 pui55,,
胞衣,0,胞衣,bau53 rhi53,,
胡搞瞎搞,0,作鬼作怪,zog5 gui24 zog5 guai11,,
胡搞瞎搞,1,搣漦搣濞,med5 siau55 med5 pi33,,
胭脂,0,胭脂,rhan53 zhi53,,
胯下,0,胠罅下,kia11 la11 ha53,,
胯下,1,腳脥下,giog5 kiab2 ha53,,
胰臟,0,禾鐮鐵,vo55 liam55 tied5,,
胸中,0,心肝頭,sim53 gon53 teu55,,
胸前,0,心肝前,sim53 gon53 cien55,,
胸部,0,胸脯,hiung53 pu55,,
能看,0,看得,kon11 ded5,,
脂粉未施,0,無打無扮,mo55 da24 mo55 ban11,,
脂臭味濃厚,0,臭油垢,chiu11 rhiu55 gieu24,,
脆脆的,0,脆脆,ce11 cioi11,,
脆脆的,1,脆脆,ce11 ce11,,
脆脆的,2,脆脆,cioi11 ce11,,
脆脆的,3,脆脆,cioi11 cioi11,,
脊椎骨,0,背囊骨,boi11 nong55 gud5,,
脊椎骨,1,龍骨,liung55 gud5,,
脫殼,0,退殼,tui11 hog5,,
脫殼,1,㪐殼,lud5 hog5,,
脫皮,0,㪐皮,lud5 pi55,,
脫落,0,㪐忒,lud5 ted5,,
脫隊,0,脫陣,tod5 chin33,,
腆著肚子,0,肚挺挺仔,du24 ten24 ten24 er55,,
腎臟,0,腎,shin11,,
腐化,0,歿忒,mud5 ted5,,
腐爛,0,歿忒,mud5 ted5,,
腐臭,0,臭風,chiu11 fung53,,
腔調,0,腔頭,kiong53 teu55,,
腦溢血,0,噼腦,big5 no24,,
腦溢血,1,噼腦筋,biag2 no24 gin53,,
腫腫的,0,腫腫,zhung24 zhung24,,
腰帶,0,褲帶,fu11 dai11,,
腳印,0,腳跡,giog5 ziag5,,
腳筋,0,腳㬹筋,giog5 zang53 gin53,,
腳趾縫,0,腳趾罅,giog5 zhi24 la11,,
腳跟,0,腳㬹,giog5 zang53,,
腹側,0,肚膁,du24 rham24,,
腿部肌肉僵硬,0,撐腿,cang11 tui24,,
膀胱,0,尿泡,ngiau33 pau11,,
膏壤,0,肥泥,pui55 nai55,,
膝窩,0,腳凹,giog5 au55,,
膝關節,0,膝頭腕,cid5 teu55 von24,,
膠囊,0,雞毛管,gai53 mo53 gon24,,
膨風茶,0,膨風茶,pong11 fung53 ca55,,
膽汁,0,膽水,dam24 shui24,,
臀部,0,屎胐斗,shi24 vud5 deu24,,
臀部,1,後斗,heu33 deu24,,
臉皮這麼厚,0,面皮恁賁,mien11 pi55 an24 pun53,,
臨將,0,臨將,lim55 ziong53,,
臨時,0,臨時,lim55 shi55,,
臨時,1,臨時臨及,lim55 shi55 lim55 kib2,,
自以為是,0,假會,ga24 voi33,,
自作主張,0,大主大意,tai33 zhu24 tai33 rhi11,,
自作聰明,0,假會,ga24 voi33,,
自作聰明,1,假精,ga24 zin53,,
自作聰明,2,假精假怪,ga24 zin53 ga24 guai11,,
自大,0,自大,cii33 tai33,,
自始至終,0,從頭到尾,ciung55 teu55 do11 mui53,,
自愛,0,自重,cii33 chung33,,
自我約束,0,自重,cii33 chung33,,
自然捲的人,0,皺毛仔,ziu11 mo53 er55,,
自縊,0,吊頸,diau11 giang24,,
自認倒楣,0,知死,di53 si24,,
自負,0,挶屎,giug2 shi24,,
自重,0,自重,cii33 chung33,,
自顧自的走,0,弄弄仔行,nung33 nung33 er55 hang55,,
臭乎乎的,0,臭肨肨,chiu11 pang53 pang53,,
臭乎乎的,1,臭肨肨仔,chiu11 pang53 pang53 er55,,
臭氣沖天,0,臭肨肨,chiu11 pang53 pang53,,
臭氣沖天,1,臭肨肨仔,chiu11 pang53 pang53 er55,,
臭油味,0,臭油垢,chiu11 rhiu55 gieu24,,
臭烘烘的,0,臭肨肨,chiu11 pang53 pang53,,
臭烘烘的,1,臭肨肨仔,chiu11 pang53 pang53 er55,,
臭臉,0,面臭臭,mien11 chiu11 chiu11,,
臭草味,0,臭青,chiu11 ciang53,,
臭鼩,0,錢鼠,cien55 chu24,,
至今,0,到今,do11 gim53,,
臺上,0,棚頂,pang55 dang24,,
臺柱,0,大腳士,tai33 giog5 sii11,,
舀水,0,盤水,pan55 shui24,,
舀水瓢,0,瓠杓,pu55 shog2,,
與人合不來,0,合人毋得,gab5 ngin55 m55 ded5,,
興沖沖的,0,興蹀蹀仔,him11 dia11 dia11 er55,,
興致勃勃,0,好擳擳仔,hau11 zied2 zied2 er55,,
興致勃勃的,0,興蹀蹀仔,him11 dia11 dia11 er55,,
興隆,0,出面,chud5 mien11,,
舉一反三,0,一踢三通,rhid5 ted5 sam53 tung53,,
舉棋不定,0,三心兩意,sam53 sim53 liong24 rhi11,,
舉行慶典,0,迎鬧熱,ngiang55 nau33 ngied2,,
舊米,0,老米,lo24 mi24,,
舊米,1,舊米,kiu33 mi24,,
舞弊,0,做手腳,zo11 shiu24 giog5,,
艷麗動人,0,靚膩膩仔,ziang53 ne11 ne11 er55,,
芙蓉菊,0,芙蓉,pu55 rhung55,,
芥藍菜,0,芥藍菜,ga53 lam55 coi11,,
花生油,0,火油,fo24 rhiu55,,
花費,0,所費,so24 fui11,,
苛待人,0,苛人,ko55 ngin55,,
苦力,0,苦力,ku24 lid2,,
苦命,0,命歪,miang33 vai53,,
苦苦乞求,0,求求乞乞,kiu55 kiu55 kied5 kied5,,
苦苦哀求,0,求求乞乞,kiu55 kiu55 kied5 kied5,,
苦萵苣,0,苦蕒,fu24 mag5,,
苧麻,0,苧仔,chu53 er55,,
茭白筍,0,禾筍,vo55 sun24,,
茶壺,0,茶炙仔,ca55 zhag5 er55,,
茶壺,1,茶罐,ca55 gon11,,
茶壽,0,茶壽,ca55 shiu33,,
茶葉渣,0,茶米粕,ca55 mi24 pog5,,
茶葉茶,0,釅茶,ngiam55 ca55,,
茹素修行之人,0,食齋人,shid2 zai53 ngin55,,
茼蒿,0,艾菜,ngie11 coi11,,
草地,0,草埔,co24 bu53,,
草木叢生,0,塞弄弄,sed5 nung33 nung33,,
草腥味,0,臭青,chiu11 ciang53,,
草蓆,0,草蓆,co24 ciag2,,
莫名其妙的,0,無字眼个,mo55 sii33 ngan24 gai11,,
莽夫,0,魯夫牯,lu53 fu53 gu24,,
莽漢,0,魯夫牯,lu53 fu53 gu24,,
菜子,0,菜仁,coi11 rhin55,,
菜籽,0,菜仁,coi11 rhin55,,
菱角,0,羊角仔,rhong55 gog5 er55,,
菸屁股,0,菸截仔,rhan53 zied5 er55,,
菸灰,0,菸屎,rhan53 shi24,,
菸癮,0,菸願,rhan53 ngien33,,
萬分艱難,0,千難萬難,cien53 nan55 van33 nan55,,
萬里無雲,0,一色青天,rhid5 sed5 ciang53 tien53,,
萬頭攢動,0,烏麻戰笪,vu53 ma55 zhan11 dad5,,
落榜,0,落第,log2 ti33,,
著涼,0,感着,gam24 do24,,
著火,0,著火,chog2 fo24,,
蒂,0,蒂頭,ni11 teu55,,
蒂頭,0,蒂頭,ni11 teu55,,
蒙著,0,𠖄等,dung53 nen24,,
蒙蓋,0,幪,miang53,,
蒙蓋著,0,𠖄等,dung53 den24,,
蒙蓋著,1,𠖄等,dung53 nen24,,
蒙露水,0,打露,da24 lu11,,
蒸籠,0,籠床,lung55 cong55,,
蓋上,0,合等,hab2 den24,,
蓋印章,0,撍印仔,zem24 rhin11 er55,,
蓋回去,0,合轉去,hab5 zhon24 hi11,,
蓋緊,0,弇密密,kiem55 mi53 mi53,,
蓋緊,1,弇塞塞,kiem55 sed5 sed5,,
蓋起來,0,合等,hab2 den24,,
蓋頭,0,羅帕,lo55 pa11,,
薄薄的,0,薄薄,pog2 pog2,,
藉故躲避,0,閃東閃西,sham24 dung53 sham24 si53,,
藏私房錢,0,㘝私伽,ngiab5 sii53 kia53,,
藏私房錢,1,㘝私胲,ngiab5 sii53 goi53,,
藏錢,0,㘝錢,ngiab5 cien55,,
藥房,0,藥坊,rhog5 fong55,,
藥鋪,0,藥坊,rhog5 fong55,,
蘄艾,0,芙蓉,pu55 rhung55,,
蘑菇,0,摸挲,mo53 so53,,
虎口,0,手指丫,shiu24 zhi24 a53,,
虎婆刺,0,竻波仔,ned5 po53 er55,,
虔誠,0,虔誠,kien55 shin55,,
處分,0,處分,chu24 fun33,,
處理,0,處分,chu24 fun33,,
處處受限,0,卡手卡腳,ka55 shiu24 ka55 giog5,,
虛假,0,花舌,fa53 shad2,,
虛弱無神,0,殗殗,ngiem11 ngiem11,,
虛有其表,0,好頭好面,ho24 teu55 ho24 mien11,,
虛而不實,0,冇冇,pang11 pang11,,
蛀牙,0,蛀牙,zhu11 nga55,,
蛆,0,屎缸蟲,shi24 gong53 chung55,,
蛆,1,屎蟲,shi24 chung55,,
蛻殼,0,退殼,tui11 hog5,,
蛻殼,1,㪐殼,lud5 hog5,,
蜜漬,0,餞糖,zien11 tong55,,
蜻蜓,0,囊蜺仔,nong55 ni53 er55,,
蝌蚪,0,𧊅蠕仔,guai24 nug5 er55,,
蝙蝠,0,蝠婆,pid2 po55,,
螃蟹,0,毛蟹,mo53 hai24,,
融化,0,溶忒,rhung55 ted5,,
螢火蟲,0,火焰蟲,fo24 rham33 chung55,,
蟬,0,蟬仔,sham55 er55,,
蠟筆,0,蠟筆,lab2 bid5,,
蠶豆,0,田豆,tien55 teu33,,
蠻橫,0,番番,fan53 fan53,,
蠻橫,1,橫,vang55,,
蠻橫不講理,0,橫橫擎,vang55 vang55 kia55,,
街坊鄰居,0,上家下屋,shong33 ga53 ha53 vug5,,
衝來衝去,0,舂上舂下,zhung53 shong53 zhung53 ha53,,
衝突,0,衝突,chung53 tud5,,
衣櫃,0,簞笥,tan55 sii53,,
衣櫥,0,簞笥,tan55 sii53,,
衣角,0,衫腳,sam53 giog5,,
袒胸露背,0,弛胸㪐胛,rhe53 hiung53 lud5 gab5,,
